,visitors,name,avgDuration,timestamp,SID,weekday,hour_sin,hour_cos
24,2,Parkstraße 24,7.97,2025-06-30 01:00:00+00:00,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,0,0.25881904510252074,0.9659258262890683
25,4,Alicestraße 2,9.2,2025-06-30 01:00:00+00:00,d52b73da-cc5a-4e5d-83dd-3c028d3435ca,0,0.25881904510252074,0.9659258262890683
26,2,Karlstraße 6,10.52,2025-06-30 01:00:00+00:00,4ff66154-8c30-4f61-9e54-d5c1744c117c,0,0.25881904510252074,0.9659258262890683
27,7,Karlstraße 15,4.51,2025-06-30 01:00:00+00:00,d5261325-e40c-4ed4-bbbf-5ce24d3de844,0,0.25881904510252074,0.9659258262890683
28,1,Kurpark - Eingang Kurhaus,17.55,2025-06-30 01:00:00+00:00,26213d2d-2954-4312-b42a-a6b323764086,0,0.25881904510252074,0.9659258262890683
29,18,Innenstadt,11.62,2025-06-30 01:00:00+00:00,3cc1e766-97c5-4ed0-92c3-a800b5be8658,0,0.25881904510252074,0.9659258262890683
30,6,Stresemannstraße 38,7.12,2025-06-30 01:00:00+00:00,4275b813-3d57-4b01-93a2-7d8271130792,0,0.25881904510252074,0.9659258262890683
31,6,Reinhardstraße 19,18.8,2025-06-30 01:00:00+00:00,7d06c31f-aa88-4c5b-8280-565243350ad8,0,0.25881904510252074,0.9659258262890683
32,1,Kurpark,17.55,2025-06-30 01:00:00+00:00,bc5edd25-415e-40fb-8607-ad8c0b10ea4c,0,0.25881904510252074,0.9659258262890683
33,2,Karlstraße 6,13.12,2025-06-30 01:00:00+00:00,4ff66154-8c30-4f61-9e54-d5c1744c117c,0,0.25881904510252074,0.9659258262890683
34,0,Stresemannstraße 6,0.0,2025-06-30 01:00:00+00:00,bb71e93c-fc02-464c-acf0-f2c6c453762d,0,0.25881904510252074,0.9659258262890683
35,1,Friedrichstraße 1,38.12,2025-06-30 01:00:00+00:00,63ac919d-a2a0-46be-8114-b46853b5c63c,0,0.25881904510252074,0.9659258262890683
36,6,Stresemannstraße 38,7.23,2025-06-30 01:00:00+00:00,4275b813-3d57-4b01-93a2-7d8271130792,0,0.25881904510252074,0.9659258262890683
37,2,Hauptstraße 52 Marktplatz,7.9,2025-06-30 01:00:00+00:00,5ee75133-74ce-4a65-ac22-be263ad8566a,0,0.25881904510252074,0.9659258262890683
38,6,Reinhardstraße 19,10.28,2025-06-30 01:00:00+00:00,7d06c31f-aa88-4c5b-8280-565243350ad8,0,0.25881904510252074,0.9659258262890683
39,21,Innenstadt,14.22,2025-06-30 01:00:00+00:00,3cc1e766-97c5-4ed0-92c3-a800b5be8658,0,0.25881904510252074,0.9659258262890683
40,5,Schulstraße 6,24.43,2025-06-30 01:00:00+00:00,c294766d-4a58-496f-b00e-665dc626bdea,0,0.25881904510252074,0.9659258262890683
41,0,Kurpark - Eingang Kolonnaden,0.0,2025-06-30 01:00:00+00:00,dd520fc1-e6de-4f55-b6d8-508373be5330,0,0.25881904510252074,0.9659258262890683
42,4,Parkstraße 4,31.18,2025-06-30 01:00:00+00:00,ee395b0b-5be7-4e62-b331-4207ba179629,0,0.25881904510252074,0.9659258262890683
43,2,Karlstraße 6,11.53,2025-06-30 01:00:00+00:00,4ff66154-8c30-4f61-9e54-d5c1744c117c,0,0.25881904510252074,0.9659258262890683
44,13,Reinhardstraße 2,15.47,2025-06-30 02:00:00+00:00,db726d5d-f282-4977-ad4f-400853262062,0,0.49999999999999994,0.8660254037844387
45,4,Friedrichstraße 1,12.72,2025-06-30 02:00:00+00:00,63ac919d-a2a0-46be-8114-b46853b5c63c,0,0.49999999999999994,0.8660254037844387
46,7,Karlstraße 15,7.88,2025-06-30 02:00:00+00:00,d5261325-e40c-4ed4-bbbf-5ce24d3de844,0,0.49999999999999994,0.8660254037844387
47,1,Kurstraße 13,3.17,2025-06-30 02:00:00+00:00,e43beee4-de88-43f8-9c31-c3f0d5dc1451,0,0.49999999999999994,0.8660254037844387
48,3,Parkstraße 4,27.04,2025-06-30 02:00:00+00:00,ee395b0b-5be7-4e62-b331-4207ba179629,0,0.49999999999999994,0.8660254037844387
49,3,Kurpark - Zentrum Süd,3.36,2025-06-30 02:00:00+00:00,d1a25cbb-e2d7-49d7-a75b-0e570b6d1e88,0,0.49999999999999994,0.8660254037844387
50,5,Hauptstraße 52 Marktplatz,7.01,2025-06-30 02:00:00+00:00,5ee75133-74ce-4a65-ac22-be263ad8566a,0,0.49999999999999994,0.8660254037844387
51,4,Friedrichstraße 11,10.1,2025-06-30 02:00:00+00:00,cca912bc-7296-42fe-a37c-6f19b2840556,0,0.49999999999999994,0.8660254037844387
52,3,Kurpark - Zentrum Süd,3.05,2025-06-30 02:00:00+00:00,d1a25cbb-e2d7-49d7-a75b-0e570b6d1e88,0,0.49999999999999994,0.8660254037844387
53,0,Kurpark - Großer Teich Nord Ost,0.0,2025-06-30 02:00:00+00:00,4e3bbfd4-bb31-424b-99d7-b67ec0a4e026,0,0.49999999999999994,0.8660254037844387
54,28,Innenstadt,25.29,2025-06-30 02:00:00+00:00,3cc1e766-97c5-4ed0-92c3-a800b5be8658,0,0.49999999999999994,0.8660254037844387
55,3,Kurpark - Eingang Kurhaus,4.1,2025-06-30 02:00:00+00:00,26213d2d-2954-4312-b42a-a6b323764086,0,0.49999999999999994,0.8660254037844387
56,2,Karlstraße 6,5.37,2025-06-30 02:00:00+00:00,4ff66154-8c30-4f61-9e54-d5c1744c117c,0,0.49999999999999994,0.8660254037844387
57,1,Stresemannstraße 6,2.73,2025-06-30 02:00:00+00:00,bb71e93c-fc02-464c-acf0-f2c6c453762d,0,0.49999999999999994,0.8660254037844387
58,10,Hauptstraße 36,8.11,2025-06-30 02:00:00+00:00,b8419dcf-9ac6-4dab-9a7b-8af4718b74e1,0,0.49999999999999994,0.8660254037844387
59,4,Schulstraße 6,12.01,2025-06-30 02:00:00+00:00,c294766d-4a58-496f-b00e-665dc626bdea,0,0.49999999999999994,0.8660254037844387
60,9,Parkstraße 24,12.94,2025-06-30 02:00:00+00:00,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,0,0.49999999999999994,0.8660254037844387
61,4,Friedrichstraße 11,8.43,2025-06-30 02:00:00+00:00,cca912bc-7296-42fe-a37c-6f19b2840556,0,0.49999999999999994,0.8660254037844387
62,3,Friedrichstraße 11,3.39,2025-06-30 02:00:00+00:00,cca912bc-7296-42fe-a37c-6f19b2840556,0,0.49999999999999994,0.8660254037844387
63,29,Innenstadt,28.81,2025-06-30 02:00:00+00:00,3cc1e766-97c5-4ed0-92c3-a800b5be8658,0,0.49999999999999994,0.8660254037844387
64,10,Hauptstraße 36,4.55,2025-06-30 02:00:00+00:00,b8419dcf-9ac6-4dab-9a7b-8af4718b74e1,0,0.49999999999999994,0.8660254037844387
65,4,Schulstraße 6,20.3,2025-06-30 02:00:00+00:00,c294766d-4a58-496f-b00e-665dc626bdea,0,0.49999999999999994,0.8660254037844387
66,0,Kurpark - Eingang Sprudelhof,0.0,2025-06-30 02:00:00+00:00,b0d968cd-ded3-4953-b99f-2cb5fabd086d,0,0.49999999999999994,0.8660254037844387
67,4,Schulstraße 6,14.3,2025-06-30 02:00:00+00:00,c294766d-4a58-496f-b00e-665dc626bdea,0,0.49999999999999994,0.8660254037844387
68,3,Kurpark,7.13,2025-06-30 02:00:00+00:00,bc5edd25-415e-40fb-8607-ad8c0b10ea4c,0,0.49999999999999994,0.8660254037844387
69,10,Hauptstraße 36,5.62,2025-06-30 02:00:00+00:00,b8419dcf-9ac6-4dab-9a7b-8af4718b74e1,0,0.49999999999999994,0.8660254037844387
70,7,Reinhardstraße 19,14.24,2025-06-30 02:00:00+00:00,7d06c31f-aa88-4c5b-8280-565243350ad8,0,0.49999999999999994,0.8660254037844387
71,1,Kurpark - Eingang Kolonnaden,0.37,2025-06-30 02:00:00+00:00,dd520fc1-e6de-4f55-b6d8-508373be5330,0,0.49999999999999994,0.8660254037844387
72,7,Reinhardstraße 19,12.93,2025-06-30 02:00:00+00:00,7d06c31f-aa88-4c5b-8280-565243350ad8,0,0.49999999999999994,0.8660254037844387
73,10,Hauptstraße 36,9.62,2025-06-30 02:00:00+00:00,b8419dcf-9ac6-4dab-9a7b-8af4718b74e1,0,0.49999999999999994,0.8660254037844387
74,1,Kurstraße 13,1.37,2025-06-30 02:00:00+00:00,e43beee4-de88-43f8-9c31-c3f0d5dc1451,0,0.49999999999999994,0.8660254037844387
75,3,Hauptstraße 8,1.03,2025-06-30 02:00:00+00:00,481da5b9-afd5-44c5-b29b-6c3e23a59bcb,0,0.49999999999999994,0.8660254037844387
76,6,Karlstraße 15,5.07,2025-06-30 02:00:00+00:00,d5261325-e40c-4ed4-bbbf-5ce24d3de844,0,0.49999999999999994,0.8660254037844387
77,3,Hauptstraße 8,1.54,2025-06-30 02:00:00+00:00,481da5b9-afd5-44c5-b29b-6c3e23a59bcb,0,0.49999999999999994,0.8660254037844387
78,3,Parkstraße 4,4.96,2025-06-30 02:00:00+00:00,ee395b0b-5be7-4e62-b331-4207ba179629,0,0.49999999999999994,0.8660254037844387
79,6,Karlstraße 15,4.44,2025-06-30 02:00:00+00:00,d5261325-e40c-4ed4-bbbf-5ce24d3de844,0,0.49999999999999994,0.8660254037844387
80,27,Innenstadt,14.68,2025-06-30 02:00:00+00:00,3cc1e766-97c5-4ed0-92c3-a800b5be8658,0,0.49999999999999994,0.8660254037844387
81,3,Alicestraße 2,14.51,2025-06-30 02:00:00+00:00,d52b73da-cc5a-4e5d-83dd-3c028d3435ca,0,0.49999999999999994,0.8660254037844387
82,13,Reinhardstraße 2,12.79,2025-06-30 02:00:00+00:00,db726d5d-f282-4977-ad4f-400853262062,0,0.49999999999999994,0.8660254037844387
83,0,Kurpark - Großer Teich - Toilette,0.0,2025-06-30 02:00:00+00:00,f00542a3-5edf-4ea5-bc4b-81e4d4936262,0,0.49999999999999994,0.8660254037844387
84,2,Trafohaus Zanderstraße,2.25,2025-06-30 02:00:00+00:00,dc716491-cffe-4661-bbe4-333b581a6926,0,0.49999999999999994,0.8660254037844387
85,7,Reinhardstraße 19,13.11,2025-06-30 02:00:00+00:00,7d06c31f-aa88-4c5b-8280-565243350ad8,0,0.49999999999999994,0.8660254037844387
86,0,Rosengarten,0.0,2025-06-30 02:00:00+00:00,ba9989f9-0b51-4f44-955c-c4ac37d21bda,0,0.49999999999999994,0.8660254037844387
87,1,Kurstraße 13,3.07,2025-06-30 02:00:00+00:00,e43beee4-de88-43f8-9c31-c3f0d5dc1451,0,0.49999999999999994,0.8660254037844387
88,7,Reinhardstraße 19,13.92,2025-06-30 02:00:00+00:00,7d06c31f-aa88-4c5b-8280-565243350ad8,0,0.49999999999999994,0.8660254037844387
89,9,Parkstraße 24,12.48,2025-06-30 02:00:00+00:00,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,0,0.49999999999999994,0.8660254037844387
90,2,Trafohaus Zanderstraße,1.28,2025-06-30 02:00:00+00:00,dc716491-cffe-4661-bbe4-333b581a6926,0,0.49999999999999994,0.8660254037844387
91,1,Stresemannstraße 38,3.18,2025-06-30 02:00:00+00:00,4275b813-3d57-4b01-93a2-7d8271130792,0,0.49999999999999994,0.8660254037844387
92,0,Kurpark - Eingang Ludwigstraße,0.0,2025-06-30 02:00:00+00:00,582c0036-0ce2-4015-a24d-cb6c16698996,0,0.49999999999999994,0.8660254037844387
93,0,Kurpark - Eingang Parkstraße,0.0,2025-06-30 02:00:00+00:00,b40103c5-1f38-4c15-9781-8788ae4790da,0,0.49999999999999994,0.8660254037844387
94,1,Kurstraße 7,1.07,2025-06-30 02:00:00+00:00,ee12f4cf-9fbe-4c2a-b3fb-7783a3d78355,0,0.49999999999999994,0.8660254037844387
95,0,Kurpark - Großer Teich Süd Ost,0.0,2025-06-30 02:00:00+00:00,444377cc-f3b9-45ed-984c-4a8bb6586feb,0,0.49999999999999994,0.8660254037844387
96,28,Innenstadt,20.67,2025-06-30 02:00:00+00:00,3cc1e766-97c5-4ed0-92c3-a800b5be8658,0,0.49999999999999994,0.8660254037844387
97,4,Kurpark - Großer Teich Nord Ost,4.87,2025-06-30 03:00:00+00:00,4e3bbfd4-bb31-424b-99d7-b67ec0a4e026,0,0.7071067811865475,0.7071067811865476
98,9,Friedrichstraße 1,6.08,2025-06-30 03:00:00+00:00,63ac919d-a2a0-46be-8114-b46853b5c63c,0,0.7071067811865475,0.7071067811865476
99,16,Kurstraße 7,5.32,2025-06-30 03:00:00+00:00,ee12f4cf-9fbe-4c2a-b3fb-7783a3d78355,0,0.7071067811865475,0.7071067811865476
100,9,Friedrichstraße 11,3.66,2025-06-30 03:00:00+00:00,cca912bc-7296-42fe-a37c-6f19b2840556,0,0.7071067811865475,0.7071067811865476
101,8,Karlstraße 15,5.24,2025-06-30 03:00:00+00:00,d5261325-e40c-4ed4-bbbf-5ce24d3de844,0,0.7071067811865475,0.7071067811865476
102,4,Kurpark - Großer Teich Nord Ost,4.88,2025-06-30 03:00:00+00:00,4e3bbfd4-bb31-424b-99d7-b67ec0a4e026,0,0.7071067811865475,0.7071067811865476
103,8,Kurpark - Großer Teich Süd Ost,3.51,2025-06-30 03:00:00+00:00,444377cc-f3b9-45ed-984c-4a8bb6586feb,0,0.7071067811865475,0.7071067811865476
104,8,Kurpark - Großer Teich Süd Ost,4.54,2025-06-30 03:00:00+00:00,444377cc-f3b9-45ed-984c-4a8bb6586feb,0,0.7071067811865475,0.7071067811865476
105,16,Kurstraße 7,5.03,2025-06-30 03:00:00+00:00,ee12f4cf-9fbe-4c2a-b3fb-7783a3d78355,0,0.7071067811865475,0.7071067811865476
106,5,Rosengarten,37.32,2025-06-30 03:00:00+00:00,ba9989f9-0b51-4f44-955c-c4ac37d21bda,0,0.7071067811865475,0.7071067811865476
107,4,Rosengarten,10.28,2025-06-30 03:00:00+00:00,ba9989f9-0b51-4f44-955c-c4ac37d21bda,0,0.7071067811865475,0.7071067811865476
108,3,Hauptstraße 52 Marktplatz,1.76,2025-06-30 03:00:00+00:00,5ee75133-74ce-4a65-ac22-be263ad8566a,0,0.7071067811865475,0.7071067811865476
109,4,Kurpark - Großer Teich Nord Ost,5.03,2025-06-30 03:00:00+00:00,4e3bbfd4-bb31-424b-99d7-b67ec0a4e026,0,0.7071067811865475,0.7071067811865476
110,19,Kurpark,17.07,2025-06-30 03:00:00+00:00,bc5edd25-415e-40fb-8607-ad8c0b10ea4c,0,0.7071067811865475,0.7071067811865476
111,7,Reinhardstraße 2,11.34,2025-06-30 03:00:00+00:00,db726d5d-f282-4977-ad4f-400853262062,0,0.7071067811865475,0.7071067811865476
112,8,Kurpark - Eingang Kolonnaden,3.15,2025-06-30 03:00:00+00:00,dd520fc1-e6de-4f55-b6d8-508373be5330,0,0.7071067811865475,0.7071067811865476
113,11,Trafohaus Zanderstraße,8.58,2025-06-30 03:00:00+00:00,dc716491-cffe-4661-bbe4-333b581a6926,0,0.7071067811865475,0.7071067811865476
114,12,Hauptstraße 36,7.88,2025-06-30 03:00:00+00:00,b8419dcf-9ac6-4dab-9a7b-8af4718b74e1,0,0.7071067811865475,0.7071067811865476
115,4,Parkstraße 4,8.18,2025-06-30 03:00:00+00:00,ee395b0b-5be7-4e62-b331-4207ba179629,0,0.7071067811865475,0.7071067811865476
116,19,Kurpark,13.04,2025-06-30 03:00:00+00:00,bc5edd25-415e-40fb-8607-ad8c0b10ea4c,0,0.7071067811865475,0.7071067811865476
117,44,Innenstadt,12.16,2025-06-30 03:00:00+00:00,3cc1e766-97c5-4ed0-92c3-a800b5be8658,0,0.7071067811865475,0.7071067811865476
118,15,Kurstraße 13,10.44,2025-06-30 03:00:00+00:00,e43beee4-de88-43f8-9c31-c3f0d5dc1451,0,0.7071067811865475,0.7071067811865476
119,8,Karlstraße 15,5.57,2025-06-30 03:00:00+00:00,d5261325-e40c-4ed4-bbbf-5ce24d3de844,0,0.7071067811865475,0.7071067811865476
120,15,Kurstraße 13,6.55,2025-06-30 03:00:00+00:00,e43beee4-de88-43f8-9c31-c3f0d5dc1451,0,0.7071067811865475,0.7071067811865476
121,5,Hauptstraße 8,7.51,2025-06-30 03:00:00+00:00,481da5b9-afd5-44c5-b29b-6c3e23a59bcb,0,0.7071067811865475,0.7071067811865476
122,11,Trafohaus Zanderstraße,8.7,2025-06-30 03:00:00+00:00,dc716491-cffe-4661-bbe4-333b581a6926,0,0.7071067811865475,0.7071067811865476
123,48,Innenstadt,22.14,2025-06-30 03:00:00+00:00,3cc1e766-97c5-4ed0-92c3-a800b5be8658,0,0.7071067811865475,0.7071067811865476
124,7,Kurpark - Eingang Ludwigstraße,16.95,2025-06-30 03:00:00+00:00,582c0036-0ce2-4015-a24d-cb6c16698996,0,0.7071067811865475,0.7071067811865476
125,5,Schulstraße 6,12.18,2025-06-30 03:00:00+00:00,c294766d-4a58-496f-b00e-665dc626bdea,0,0.7071067811865475,0.7071067811865476
126,7,Kurpark - Eingang Ludwigstraße,16.41,2025-06-30 03:00:00+00:00,582c0036-0ce2-4015-a24d-cb6c16698996,0,0.7071067811865475,0.7071067811865476
127,7,Reinhardstraße 19,3.97,2025-06-30 03:00:00+00:00,7d06c31f-aa88-4c5b-8280-565243350ad8,0,0.7071067811865475,0.7071067811865476
128,11,Trafohaus Zanderstraße,8.51,2025-06-30 03:00:00+00:00,dc716491-cffe-4661-bbe4-333b581a6926,0,0.7071067811865475,0.7071067811865476
129,3,Kurpark - Eingang Kurhaus,0.75,2025-06-30 03:00:00+00:00,26213d2d-2954-4312-b42a-a6b323764086,0,0.7071067811865475,0.7071067811865476
130,7,Karlstraße 15,5.46,2025-06-30 03:00:00+00:00,d5261325-e40c-4ed4-bbbf-5ce24d3de844,0,0.7071067811865475,0.7071067811865476
131,10,Friedrichstraße 11,6.77,2025-06-30 03:00:00+00:00,cca912bc-7296-42fe-a37c-6f19b2840556,0,0.7071067811865475,0.7071067811865476
132,2,Kurpark - Großer Teich - Toilette,7.79,2025-06-30 03:00:00+00:00,f00542a3-5edf-4ea5-bc4b-81e4d4936262,0,0.7071067811865475,0.7071067811865476
133,19,Kurpark,15.63,2025-06-30 03:00:00+00:00,bc5edd25-415e-40fb-8607-ad8c0b10ea4c,0,0.7071067811865475,0.7071067811865476
134,1,Kurpark - Eingang Parkstraße,0.77,2025-06-30 03:00:00+00:00,b40103c5-1f38-4c15-9781-8788ae4790da,0,0.7071067811865475,0.7071067811865476
135,16,Kurstraße 7,5.06,2025-06-30 03:00:00+00:00,ee12f4cf-9fbe-4c2a-b3fb-7783a3d78355,0,0.7071067811865475,0.7071067811865476
136,5,Parkstraße 24,27.97,2025-06-30 03:00:00+00:00,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,0,0.7071067811865475,0.7071067811865476
137,1,Alicestraße 2,1.33,2025-06-30 03:00:00+00:00,d52b73da-cc5a-4e5d-83dd-3c028d3435ca,0,0.7071067811865475,0.7071067811865476
138,2,Kurpark - Großer Teich - Toilette,8.18,2025-06-30 03:00:00+00:00,f00542a3-5edf-4ea5-bc4b-81e4d4936262,0,0.7071067811865475,0.7071067811865476
139,7,Kurpark - Eingang Ludwigstraße,6.78,2025-06-30 03:00:00+00:00,582c0036-0ce2-4015-a24d-cb6c16698996,0,0.7071067811865475,0.7071067811865476
140,7,Reinhardstraße 2,9.92,2025-06-30 03:00:00+00:00,db726d5d-f282-4977-ad4f-400853262062,0,0.7071067811865475,0.7071067811865476
141,5,Rosengarten,36.93,2025-06-30 03:00:00+00:00,ba9989f9-0b51-4f44-955c-c4ac37d21bda,0,0.7071067811865475,0.7071067811865476
142,9,Friedrichstraße 1,9.46,2025-06-30 03:00:00+00:00,63ac919d-a2a0-46be-8114-b46853b5c63c,0,0.7071067811865475,0.7071067811865476
143,3,Hauptstraße 52 Marktplatz,3.0,2025-06-30 03:00:00+00:00,5ee75133-74ce-4a65-ac22-be263ad8566a,0,0.7071067811865475,0.7071067811865476
144,7,Reinhardstraße 2,10.28,2025-06-30 03:00:00+00:00,db726d5d-f282-4977-ad4f-400853262062,0,0.7071067811865475,0.7071067811865476
145,47,Innenstadt,18.39,2025-06-30 03:00:00+00:00,3cc1e766-97c5-4ed0-92c3-a800b5be8658,0,0.7071067811865475,0.7071067811865476
146,7,Reinhardstraße 19,3.9,2025-06-30 03:00:00+00:00,7d06c31f-aa88-4c5b-8280-565243350ad8,0,0.7071067811865475,0.7071067811865476
147,10,Karlstraße 6,4.92,2025-06-30 03:00:00+00:00,4ff66154-8c30-4f61-9e54-d5c1744c117c,0,0.7071067811865475,0.7071067811865476
148,6,Hauptstraße 8,11.17,2025-06-30 03:00:00+00:00,481da5b9-afd5-44c5-b29b-6c3e23a59bcb,0,0.7071067811865475,0.7071067811865476
149,10,Friedrichstraße 11,6.78,2025-06-30 03:00:00+00:00,cca912bc-7296-42fe-a37c-6f19b2840556,0,0.7071067811865475,0.7071067811865476
150,8,Kurpark - Eingang Kolonnaden,2.51,2025-06-30 03:00:00+00:00,dd520fc1-e6de-4f55-b6d8-508373be5330,0,0.7071067811865475,0.7071067811865476
151,4,Parkstraße 4,8.27,2025-06-30 03:00:00+00:00,ee395b0b-5be7-4e62-b331-4207ba179629,0,0.7071067811865475,0.7071067811865476
152,5,Parkstraße 24,28.05,2025-06-30 03:00:00+00:00,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,0,0.7071067811865475,0.7071067811865476
153,6,Stresemannstraße 6,2.57,2025-06-30 03:00:00+00:00,bb71e93c-fc02-464c-acf0-f2c6c453762d,0,0.7071067811865475,0.7071067811865476
154,8,Kurpark - Eingang Sprudelhof,7.07,2025-06-30 03:00:00+00:00,b0d968cd-ded3-4953-b99f-2cb5fabd086d,0,0.7071067811865475,0.7071067811865476
155,8,Kurpark - Eingang Kolonnaden,2.57,2025-06-30 03:00:00+00:00,dd520fc1-e6de-4f55-b6d8-508373be5330,0,0.7071067811865475,0.7071067811865476
156,8,Kurpark - Großer Teich Süd Ost,5.2,2025-06-30 03:00:00+00:00,444377cc-f3b9-45ed-984c-4a8bb6586feb,0,0.7071067811865475,0.7071067811865476
157,2,Stresemannstraße 38,24.37,2025-06-30 03:00:00+00:00,4275b813-3d57-4b01-93a2-7d8271130792,0,0.7071067811865475,0.7071067811865476
158,9,Friedrichstraße 1,9.26,2025-06-30 03:00:00+00:00,63ac919d-a2a0-46be-8114-b46853b5c63c,0,0.7071067811865475,0.7071067811865476
159,5,Schulstraße 6,12.82,2025-06-30 03:00:00+00:00,c294766d-4a58-496f-b00e-665dc626bdea,0,0.7071067811865475,0.7071067811865476
160,8,Kurpark - Eingang Kolonnaden,2.69,2025-06-30 03:00:00+00:00,dd520fc1-e6de-4f55-b6d8-508373be5330,0,0.7071067811865475,0.7071067811865476
161,3,Parkstraße 24,0.4,2025-06-30 03:00:00+00:00,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,0,0.7071067811865475,0.7071067811865476
162,13,Hauptstraße 36,11.05,2025-06-30 03:00:00+00:00,b8419dcf-9ac6-4dab-9a7b-8af4718b74e1,0,0.7071067811865475,0.7071067811865476
163,4,Kurpark - Zentrum Süd,1.83,2025-06-30 03:00:00+00:00,d1a25cbb-e2d7-49d7-a75b-0e570b6d1e88,0,0.7071067811865475,0.7071067811865476
164,8,Kurpark - Eingang Sprudelhof,6.77,2025-06-30 03:00:00+00:00,b0d968cd-ded3-4953-b99f-2cb5fabd086d,0,0.7071067811865475,0.7071067811865476
165,9,Friedrichstraße 1,8.56,2025-06-30 03:00:00+00:00,63ac919d-a2a0-46be-8114-b46853b5c63c,0,0.7071067811865475,0.7071067811865476
