,SID,location,timestamp,point_error,anomaly
9113,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-02 21:00:00,0.0008363634478972178,No
9114,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-02 22:00:00,0.0034439703776377346,No
9115,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-02 23:00:00,0.0034431915139781846,No
9116,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 00:00:00,0.001158440116450311,No
9117,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 01:00:00,0.0013416512476571677,No
9118,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 02:00:00,0.0013101387099771645,No
9119,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 03:00:00,0.0020677776942887387,No
9120,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 04:00:00,0.003727499068395533,No
9121,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 05:00:00,0.07350568459378604,No
9122,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 06:00:00,0.027354975829749235,No
9123,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 07:00:00,0.04820792020446187,No
9124,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 08:00:00,0.16666277726263154,No
9125,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 09:00:00,0.2027115557377802,No
9126,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 10:00:00,0.040542793358357206,No
9127,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 11:00:00,0.13758902776243093,No
9128,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 12:00:00,0.06290077490992545,No
9129,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 13:00:00,0.30492767445415253,No
9130,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 14:00:00,0.32856039651125973,No
9131,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 15:00:00,0.3916635613379271,No
9132,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 16:00:00,0.16562159864297746,No
9133,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 17:00:00,0.11899500258154179,No
9134,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 18:00:00,0.04655370744782536,No
9135,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 19:00:00,0.023621936134899924,No
9136,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 20:00:00,0.05139916146319922,No
9137,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 21:00:00,0.0007542590922585067,No
9138,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 22:00:00,0.008316506379994704,No
9139,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-03 23:00:00,0.02777620423282662,No
9140,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 00:00:00,0.0021205775017118958,No
9141,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 01:00:00,0.003014845873865799,No
9142,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 02:00:00,0.001225824646043488,No
9143,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 03:00:00,0.014119255599999625,No
9144,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 04:00:00,0.003390222115501744,No
9145,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 05:00:00,0.08171213117571967,No
9146,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 06:00:00,0.3299612842671753,No
9147,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 07:00:00,0.11293524159408856,No
9148,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 08:00:00,0.20376045383938857,No
9149,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 09:00:00,0.21242412684709855,No
9150,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 10:00:00,0.04228865909288392,No
9151,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 11:00:00,0.06077974609080603,No
9152,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 12:00:00,0.39049548447084664,No
9153,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 13:00:00,0.3316795371522356,No
9154,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 14:00:00,0.450056874075776,No
9155,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 15:00:00,0.2908369844059146,No
