,timestamp,error,anomaly
0,2025-07-01 00:00:00+00:00,0.020807798823559872,No
1,2025-07-01 01:00:00+00:00,0.023040535505871592,No
2,2025-07-01 02:00:00+00:00,0.025529628508883198,No
3,2025-07-01 03:00:00+00:00,0.027658520127373416,No
4,2025-07-01 04:00:00+00:00,0.03131614518042045,No
5,2025-07-01 05:00:00+00:00,0.03856579167984879,No
6,2025-07-01 06:00:00+00:00,0.0396973085483728,No
7,2025-07-01 07:00:00+00:00,0.04034563508002534,No
8,2025-07-01 08:00:00+00:00,0.03757097270075335,No
9,2025-07-01 09:00:00+00:00,0.03411668695419291,No
10,2025-07-01 10:00:00+00:00,0.03645896893944956,No
11,2025-07-01 11:00:00+00:00,0.032991204683527016,No
12,2025-07-01 12:00:00+00:00,0.03464577142458431,No
13,2025-07-01 13:00:00+00:00,0.03944042072428244,No
14,2025-07-01 14:00:00+00:00,0.04272448735497088,No
15,2025-07-01 15:00:00+00:00,0.044137482705392965,No
16,2025-07-01 16:00:00+00:00,0.04068669575164226,No
17,2025-07-01 17:00:00+00:00,0.03454843739436364,No
18,2025-07-01 18:00:00+00:00,0.028426414245379707,No
19,2025-07-01 19:00:00+00:00,0.02435495214697451,No
20,2025-07-01 20:00:00+00:00,0.02644441162837356,No
21,2025-07-01 21:00:00+00:00,0.024751462628724467,No
22,2025-07-01 22:00:00+00:00,0.025211639216740578,No
23,2025-07-01 23:00:00+00:00,0.02611812764581501,No
24,2025-07-02 00:00:00+00:00,0.02857758785881226,No
25,2025-07-02 01:00:00+00:00,0.029672745019304874,No
26,2025-07-02 02:00:00+00:00,0.031403969627192586,No
27,2025-07-02 03:00:00+00:00,0.032720748000842875,No
28,2025-07-02 04:00:00+00:00,0.03220064472913556,No
29,2025-07-02 05:00:00+00:00,0.032327701648304785,No
30,2025-07-02 06:00:00+00:00,0.03580133865667504,No
31,2025-07-02 07:00:00+00:00,0.041892828074946015,No
32,2025-07-02 08:00:00+00:00,0.029469541884912395,No
33,2025-07-02 09:00:00+00:00,0.02794567459564813,No
34,2025-07-02 10:00:00+00:00,0.022146844484367805,No
35,2025-07-02 11:00:00+00:00,0.020037723293825672,No
36,2025-07-02 12:00:00+00:00,0.023728473639440105,No
37,2025-07-02 13:00:00+00:00,0.024621113463635994,No
38,2025-07-02 14:00:00+00:00,0.025453400593618024,No
39,2025-07-02 15:00:00+00:00,0.023565466999886507,No
40,2025-07-02 16:00:00+00:00,0.022387948215943327,No
41,2025-07-02 17:00:00+00:00,0.021311162236876173,No
42,2025-07-02 18:00:00+00:00,0.020010596343527563,No
43,2025-07-02 19:00:00+00:00,0.021315525018021718,No
44,2025-07-02 20:00:00+00:00,0.017391148439090957,No
45,2025-07-02 21:00:00+00:00,0.01676724633255123,No
46,2025-07-02 22:00:00+00:00,0.015615446651389376,No
47,2025-07-02 23:00:00+00:00,0.01706270956316185,No
48,2025-07-03 00:00:00+00:00,0.01728630203449393,No
49,2025-07-03 01:00:00+00:00,0.02142741980322503,No
50,2025-07-03 02:00:00+00:00,0.021735129196069434,No
51,2025-07-03 03:00:00+00:00,0.022883289150544148,No
52,2025-07-03 04:00:00+00:00,0.02446574627631138,No
53,2025-07-03 05:00:00+00:00,0.027055714261817413,No
54,2025-07-03 06:00:00+00:00,0.028775459021140985,No
55,2025-07-03 07:00:00+00:00,0.030997994474422117,No
56,2025-07-03 08:00:00+00:00,0.027884984165808802,No
57,2025-07-03 09:00:00+00:00,0.026608821163145176,No
58,2025-07-03 10:00:00+00:00,0.027397920797169333,No
59,2025-07-03 11:00:00+00:00,0.0235937678876761,No
60,2025-07-03 12:00:00+00:00,0.02252145405892046,No
61,2025-07-03 13:00:00+00:00,0.023631410504289154,No
62,2025-07-03 14:00:00+00:00,0.023725325427061888,No
63,2025-07-03 15:00:00+00:00,0.02274853495417959,No
64,2025-07-03 16:00:00+00:00,0.022032991137672535,No
65,2025-07-03 17:00:00+00:00,0.020472927600271928,No
66,2025-07-03 18:00:00+00:00,0.01930934592462145,No
67,2025-07-03 19:00:00+00:00,0.01849044246190808,No
68,2025-07-03 20:00:00+00:00,0.01782726593019647,No
69,2025-07-03 21:00:00+00:00,0.01899331695762701,No
70,2025-07-03 22:00:00+00:00,0.020442220777238156,No
71,2025-07-03 23:00:00+00:00,0.021129904468028798,No
72,2025-07-04 00:00:00+00:00,0.021367843797400237,No
73,2025-07-04 01:00:00+00:00,0.019151604269241635,No
74,2025-07-04 02:00:00+00:00,0.020069542452925318,No
75,2025-07-04 03:00:00+00:00,0.02046118868872114,No
76,2025-07-04 04:00:00+00:00,0.02154235275665631,No
77,2025-07-04 05:00:00+00:00,0.02321346674098908,No
78,2025-07-04 06:00:00+00:00,0.02312992339648962,No
79,2025-07-04 07:00:00+00:00,0.02530610061808006,No
80,2025-07-04 08:00:00+00:00,0.034369453658506174,No
81,2025-07-04 09:00:00+00:00,0.036718328194557365,No
82,2025-07-04 10:00:00+00:00,0.03430274526390383,No
83,2025-07-04 11:00:00+00:00,0.037819387925115557,No
84,2025-07-04 12:00:00+00:00,0.039386938312607464,No
85,2025-07-04 13:00:00+00:00,0.04553571030782358,No
86,2025-07-04 14:00:00+00:00,0.04768061370896873,No
87,2025-07-04 15:00:00+00:00,0.05646794839453188,No
88,2025-07-04 16:00:00+00:00,0.056223453985818364,No
89,2025-07-04 17:00:00+00:00,0.05591634945669736,No
90,2025-07-04 18:00:00+00:00,0.05371113119070328,No
91,2025-07-04 19:00:00+00:00,0.05097092310137285,No
92,2025-07-04 20:00:00+00:00,0.049072746271721986,No
93,2025-07-04 21:00:00+00:00,0.047101014441608594,No
94,2025-07-04 22:00:00+00:00,0.04671824553193842,No
95,2025-07-04 23:00:00+00:00,0.04589976782793547,No
96,2025-07-05 00:00:00+00:00,0.04672135063065196,No
97,2025-07-05 01:00:00+00:00,0.047010048346017456,No
98,2025-07-05 02:00:00+00:00,0.048235430019804744,No
99,2025-07-05 03:00:00+00:00,0.050649543161143236,No
100,2025-07-05 04:00:00+00:00,0.05410573603593208,No
101,2025-07-05 05:00:00+00:00,0.05798384909393705,Yes
102,2025-07-05 06:00:00+00:00,0.06137636585793658,Yes
103,2025-07-05 07:00:00+00:00,0.0697342553869793,Yes
104,2025-07-05 08:00:00+00:00,0.06381390610718449,Yes
105,2025-07-05 09:00:00+00:00,0.04201705153256504,No
106,2025-07-05 10:00:00+00:00,0.04577106299760129,No
107,2025-07-05 11:00:00+00:00,0.0461975285649471,No
108,2025-07-05 12:00:00+00:00,0.043715073692081115,No
109,2025-07-05 13:00:00+00:00,0.03709272769001928,No
110,2025-07-05 14:00:00+00:00,0.03875431541629959,No
111,2025-07-05 15:00:00+00:00,0.03906212158166973,No
112,2025-07-05 16:00:00+00:00,0.03784521899787406,No
113,2025-07-05 17:00:00+00:00,0.035869094422395165,No
114,2025-07-05 18:00:00+00:00,0.03307668544875137,No
115,2025-07-05 19:00:00+00:00,0.03181377020326353,No
116,2025-07-05 20:00:00+00:00,0.02942345906942514,No
117,2025-07-05 21:00:00+00:00,0.028560237902294113,No
118,2025-07-05 22:00:00+00:00,0.03152836552248469,No
119,2025-07-05 23:00:00+00:00,0.031519456390155215,No
120,2025-07-06 00:00:00+00:00,0.03201175151974792,No
121,2025-07-06 01:00:00+00:00,0.0331681541743281,No
122,2025-07-06 02:00:00+00:00,0.03486903048493443,No
123,2025-07-06 03:00:00+00:00,0.03601380297958142,No
124,2025-07-06 04:00:00+00:00,0.03754251092451812,No
125,2025-07-06 05:00:00+00:00,0.03855350071567613,No
126,2025-07-06 06:00:00+00:00,0.03946836745197482,No
127,2025-07-06 07:00:00+00:00,0.03976888794085441,No
128,2025-07-06 08:00:00+00:00,0.035729827912388504,No
129,2025-07-06 09:00:00+00:00,0.03625740016323021,No
130,2025-07-06 10:00:00+00:00,0.03141805596353583,No
131,2025-07-06 11:00:00+00:00,0.03427198895790943,No
132,2025-07-06 12:00:00+00:00,0.03939299596020049,No
133,2025-07-06 13:00:00+00:00,0.03618622214728321,No
134,2025-07-06 14:00:00+00:00,0.031088172531946963,No
135,2025-07-06 15:00:00+00:00,0.026414738689313925,No
136,2025-07-06 16:00:00+00:00,0.025898851102327165,No
137,2025-07-06 17:00:00+00:00,0.024830376349888352,No
138,2025-07-06 18:00:00+00:00,0.024142108350638677,No
139,2025-07-06 19:00:00+00:00,0.023575936311694724,No
140,2025-07-06 20:00:00+00:00,0.023219540399460097,No
141,2025-07-06 21:00:00+00:00,0.02044031403445106,No
142,2025-07-06 22:00:00+00:00,0.014600622465801327,No
143,2025-07-06 23:00:00+00:00,0.013485110370641694,No
144,2025-07-07 00:00:00+00:00,0.015234120587609569,No
145,2025-07-07 01:00:00+00:00,0.016412297359281285,No
146,2025-07-07 02:00:00+00:00,0.01858858730483703,No
147,2025-07-07 03:00:00+00:00,0.019318886868172725,No
148,2025-07-07 04:00:00+00:00,0.01909891433279391,No
149,2025-07-07 05:00:00+00:00,0.02163739151488691,No
150,2025-07-07 06:00:00+00:00,0.021164542528942364,No
151,2025-07-07 07:00:00+00:00,0.025519740024657907,No
152,2025-07-07 08:00:00+00:00,0.02848911961685999,No
153,2025-07-07 09:00:00+00:00,0.028477272537072253,No
154,2025-07-07 10:00:00+00:00,0.02636095912019752,No
155,2025-07-07 11:00:00+00:00,0.027327722945233102,No
156,2025-07-07 12:00:00+00:00,0.026155615956409094,No
157,2025-07-07 13:00:00+00:00,0.026838430665197827,No
158,2025-07-07 14:00:00+00:00,0.024974961812023407,No
159,2025-07-07 15:00:00+00:00,0.024658359619254975,No
160,2025-07-07 16:00:00+00:00,0.026667747399291453,No
161,2025-07-07 17:00:00+00:00,0.022010068924699644,No
