,name,SID,timestamp,visitors,avgDuration,weekday,hour_sin,hour_cos
5396,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 03:00:00+02:00,5.0,18.39,0,0.7071067811865475,0.7071067811865476
5397,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 04:00:00+02:00,13.0,14.129999999999999,0,0.8660254037844386,0.5000000000000001
5398,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 05:00:00+02:00,7.0,10.513333333333334,0,0.9659258262890683,0.25881904510252074
5399,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 06:00:00+02:00,22.0,15.0375,0,1.0,6.123233995736766e-17
5400,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 07:00:00+02:00,58.0,7.9125,0,0.9659258262890683,-0.25881904510252063
5401,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 08:00:00+02:00,56.0,11.530000000000001,0,0.8660254037844387,-0.4999999999999998
5402,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 09:00:00+02:00,98.0,10.53,0,0.7071067811865476,-0.7071067811865475
5403,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 11:00:00+02:00,113.0,11.403333333333334,0,0.258819045102521,-0.9659258262890682
5404,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 12:00:00+02:00,108.0,11.7525,0,1.2246467991473532e-16,-1.0
5405,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 13:00:00+02:00,117.0,7.513333333333333,0,-0.2588190451025208,-0.9659258262890683
5406,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 14:00:00+02:00,51.0,12.456666666666669,0,-0.4999999999999997,-0.8660254037844388
5407,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 15:00:00+02:00,54.0,10.93,0,-0.7071067811865471,-0.7071067811865479
5408,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 16:00:00+02:00,99.0,11.3375,0,-0.8660254037844384,-0.5000000000000004
5409,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 17:00:00+02:00,105.0,11.5825,0,-0.9659258262890683,-0.25881904510252063
5410,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 18:00:00+02:00,99.0,11.875,0,-1.0,-1.8369701987210297e-16
5411,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 19:00:00+02:00,70.0,12.8275,0,-0.9659258262890684,0.2588190451025203
5412,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 20:00:00+02:00,46.0,10.3475,0,-0.8660254037844386,0.5000000000000001
5413,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 21:00:00+02:00,29.0,9.732,0,-0.7071067811865477,0.7071067811865474
5414,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 22:00:00+02:00,25.0,5.89,0,-0.5000000000000004,0.8660254037844384
5415,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-06-30 23:00:00+02:00,0.0,0.0,0,-0.25881904510252157,0.9659258262890681
5416,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 00:00:00+02:00,24.0,14.415,1,0.0,1.0
5417,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 01:00:00+02:00,4.0,4.495,1,0.25881904510252074,0.9659258262890683
5418,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 02:00:00+02:00,7.0,6.31,1,0.49999999999999994,0.8660254037844387
5419,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 03:00:00+02:00,4.0,32.5,1,0.7071067811865475,0.7071067811865476
5420,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 04:00:00+02:00,7.0,12.943333333333333,1,0.8660254037844386,0.5000000000000001
5421,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 05:00:00+02:00,8.0,30.296666666666667,1,0.9659258262890683,0.25881904510252074
5422,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 06:00:00+02:00,29.0,6.3875,1,1.0,6.123233995736766e-17
5423,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 07:00:00+02:00,38.0,8.0875,1,0.9659258262890683,-0.25881904510252063
5424,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 08:00:00+02:00,76.0,6.026666666666666,1,0.8660254037844387,-0.4999999999999998
5425,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 09:00:00+02:00,85.0,10.2975,1,0.7071067811865476,-0.7071067811865475
5426,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 10:00:00+02:00,120.0,8.85,1,0.49999999999999994,-0.8660254037844387
5427,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 11:00:00+02:00,93.0,9.525,1,0.258819045102521,-0.9659258262890682
5428,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 12:00:00+02:00,113.0,10.22,1,1.2246467991473532e-16,-1.0
5429,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 13:00:00+02:00,81.0,9.74,1,-0.2588190451025208,-0.9659258262890683
5430,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 14:00:00+02:00,93.0,7.43,1,-0.4999999999999997,-0.8660254037844388
5431,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 15:00:00+02:00,60.0,6.6275,1,-0.7071067811865471,-0.7071067811865479
5432,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 16:00:00+02:00,85.0,10.979999999999999,1,-0.8660254037844384,-0.5000000000000004
5433,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 17:00:00+02:00,101.0,7.01,1,-0.9659258262890683,-0.25881904510252063
5434,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 18:00:00+02:00,73.0,7.7425,1,-1.0,-1.8369701987210297e-16
5435,Reinhardstraße 2,db726d5d-f282-4977-ad4f-400853262062,2025-07-01 19:00:00+02:00,36.0,7.715,1,-0.9659258262890684,0.2588190451025203
