SID,location,timestamp,point_error
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 03:00:00+02:00,5.507970809936523
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 04:00:00+02:00,3.9306583404541016
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 05:00:00+02:00,5.467766443888347
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 06:00:00+02:00,4.941958904266357
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 07:00:00+02:00,8.390902328491212
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 08:00:00+02:00,2.215449651082357
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 09:00:00+02:00,1.7778216770717077
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 10:00:00+02:00,9.437927722930908
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 11:00:00+02:00,12.172901577419704
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 12:00:00+02:00,34.91101722717285
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 13:00:00+02:00,36.3932692787864
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 14:00:00+02:00,5.896054903666179
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 15:00:00+02:00,4.861619362464318
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 16:00:00+02:00,4.593162672860282
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 17:00:00+02:00,15.174995549519856
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 18:00:00+02:00,18.544979691505432
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 19:00:00+02:00,6.562570908490348
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 20:00:00+02:00,7.673299100663927
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 21:00:00+02:00,7.674694763986688
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 22:00:00+02:00,1.8540460586547851
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-06-30 23:00:00+02:00,2.9351162229265486
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 00:00:00+02:00,2.791793563149192
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 01:00:00+02:00,2.5291900634765625
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 02:00:00+02:00,1.4975508848826091
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 03:00:00+02:00,2.1997318267822266
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 04:00:00+02:00,4.405409296353658
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 05:00:00+02:00,4.072080890337626
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 06:00:00+02:00,5.494406501452128
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 07:00:00+02:00,4.219657739003499
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 08:00:00+02:00,6.581821123758952
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 09:00:00+02:00,14.376660029093424
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 10:00:00+02:00,6.766665935516357
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 11:00:00+02:00,2.182776927947998
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 12:00:00+02:00,9.62897221247355
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 13:00:00+02:00,16.179763317108154
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 14:00:00+02:00,18.12164878845215
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 15:00:00+02:00,6.706716378529866
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 16:00:00+02:00,16.18798065185547
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 17:00:00+02:00,10.121183633804321
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 18:00:00+02:00,5.39146105448405
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 19:00:00+02:00,8.316397031148275
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 20:00:00+02:00,10.250065366427103
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 21:00:00+02:00,6.214154680569966
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 22:00:00+02:00,3.072339495023092
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-01 23:00:00+02:00,1.4367726643880208
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-02 00:00:00+02:00,1.0438889662424724
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-02 01:00:00+02:00,4.12364649772644
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-02 02:00:00+02:00,1.023710568745931
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-02 03:00:00+02:00,3.9278668562571206
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-02 04:00:00+02:00,1.535828431447347
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-02 05:00:00+02:00,3.2757837375005088
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-02 06:00:00+02:00,4.566744804382324
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-02 07:00:00+02:00,6.310705105463664
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-02 08:00:00+02:00,6.6264738241831465
26213d2d-2954-4312-b42a-a6b323764086,Kurpark - Eingang Kurhaus,2025-07-02 09:00:00+02:00,4.759543100992839
