,name,SID,timestamp,visitors,avgDuration,weekday,hour_sin,hour_cos,weekday_sin,weekday_cos,injected_value,anomaly
345,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-06-30 13:00:00+02:00,439.0,16.930000000000003,0,-0.2588190451025208,-0.9659258262890684,0.0,1.0,439.0,0.0
346,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-06-30 14:00:00+02:00,423.0,16.775,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,851.5450362145814,1.0
347,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-06-30 15:00:00+02:00,352.0,18.076666666666668,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,352.0,0.0
348,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-06-30 16:00:00+02:00,473.0,19.215,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,473.0,0.0
349,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-06-30 17:00:00+02:00,388.0,17.7275,0,-0.9659258262890684,-0.2588190451025206,0.0,1.0,388.0,0.0
350,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-06-30 18:00:00+02:00,370.0,16.9075,0,-1.0,-1.8369701987210294e-16,0.0,1.0,370.0,0.0
351,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-06-30 19:00:00+02:00,290.0,16.6025,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,290.0,0.0
352,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-06-30 20:00:00+02:00,224.0,16.89,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,224.0,0.0
353,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-06-30 21:00:00+02:00,163.0,16.735,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,163.0,0.0
354,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-06-30 22:00:00+02:00,80.0,11.795,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,508.54503621458133,1.0
355,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-06-30 23:00:00+02:00,19.0,5.44,0,-0.2588190451025215,0.965925826289068,0.0,1.0,19.0,0.0
356,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-07-01 00:00:00+02:00,100.0,46.98,1,0.0,1.0,0.7818314824680298,0.6234898018587336,100.0,0.0
357,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-07-01 01:00:00+02:00,27.0,23.7375,1,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,27.0,0.0
358,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-07-01 02:00:00+02:00,18.0,29.0175,1,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,18.0,0.0
359,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-07-01 03:00:00+02:00,12.0,22.125,1,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,12.0,0.0
360,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-07-01 04:00:00+02:00,22.0,13.216666666666669,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,22.0,0.0
361,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-07-01 05:00:00+02:00,62.0,23.313333333333333,1,0.9659258262890684,0.2588190451025207,0.7818314824680298,0.6234898018587336,62.0,0.0
362,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-07-01 06:00:00+02:00,123.0,19.21666666666667,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,123.0,0.0
363,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-07-01 07:00:00+02:00,252.0,14.592000000000002,1,0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,252.0,0.0
364,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-07-01 08:00:00+02:00,367.0,17.473333333333333,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,367.0,0.0
365,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-07-01 09:00:00+02:00,458.0,17.4175,1,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,458.0,0.0
366,Innenstadt,3cc1e766-97c5-4ed0-92c3-a800b5be8658,2025-07-01 10:00:00+02:00,490.0,16.0175,1,0.4999999999999999,-0.8660254037844387,0.7818314824680298,0.6234898018587336,490.0,0.0
