name,SID,timestamp,visitors,avgDuration,weekday,hour_sin,hour_cos,weekday_sin,weekday_cos
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-01 18:00:00+02:00,22.0,7.66,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-01 19:00:00+02:00,30.0,6.4399999999999995,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-01 20:00:00+02:00,26.0,6.426666666666667,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-01 21:00:00+02:00,17.0,5.57,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-01 22:00:00+02:00,4.0,4.61,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-01 23:00:00+02:00,3.0,4.255,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 00:00:00+02:00,2.0,3.9,2,0.0,1.0,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 01:00:00+02:00,6.0,2.24,2,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 02:00:00+02:00,3.0,1.12,2,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 03:00:00+02:00,0.0,0.0,2,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 04:00:00+02:00,7.0,9.445,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 05:00:00+02:00,9.0,6.456666666666667,2,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 06:00:00+02:00,14.0,5.9175,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 07:00:00+02:00,19.0,3.915,2,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 08:00:00+02:00,25.0,4.2125,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 09:00:00+02:00,41.0,7.456666666666667,2,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 10:00:00+02:00,30.0,8.395,2,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 11:00:00+02:00,44.0,8.51,2,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 12:00:00+02:00,35.0,4.835,2,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 13:00:00+02:00,31.0,6.576666666666667,2,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 14:00:00+02:00,21.0,2.93,2,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 15:00:00+02:00,20.0,4.945,2,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 16:00:00+02:00,19.0,14.12,2,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 17:00:00+02:00,22.0,10.665,2,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 18:00:00+02:00,34.0,14.503333333333332,2,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 19:00:00+02:00,10.0,6.25,2,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 20:00:00+02:00,16.0,6.72,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 21:00:00+02:00,12.0,22.31,2,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 22:00:00+02:00,4.0,2.89,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-02 23:00:00+02:00,4.0,2.85,2,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 00:00:00+02:00,2.0,1.57,3,0.0,1.0,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 01:00:00+02:00,1.0,0.785,3,0.0,1.0,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 02:00:00+02:00,0.0,0.0,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 03:00:00+02:00,1.0,3.52,3,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 04:00:00+02:00,1.0,1.02,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 05:00:00+02:00,8.0,0.9825,3,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 06:00:00+02:00,10.0,4.15,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 07:00:00+02:00,22.0,4.1000000000000005,3,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 08:00:00+02:00,12.0,9.154,3,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 09:00:00+02:00,24.0,8.443333333333333,3,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 10:00:00+02:00,22.0,16.235,3,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 11:00:00+02:00,54.0,7.52,3,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 12:00:00+02:00,39.0,10.3575,3,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 13:00:00+02:00,43.0,8.745000000000001,3,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 14:00:00+02:00,34.0,10.456666666666665,3,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 15:00:00+02:00,68.0,9.657499999999999,3,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 16:00:00+02:00,68.0,10.844999999999999,3,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 17:00:00+02:00,75.0,9.65,3,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 18:00:00+02:00,61.0,10.645,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 19:00:00+02:00,47.0,9.705,3,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 20:00:00+02:00,28.0,7.55,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 21:00:00+02:00,12.0,9.22,3,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 22:00:00+02:00,8.0,4.61,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-03 23:00:00+02:00,1.0,3.85,3,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 00:00:00+02:00,1.0,2.03,4,0.0,1.0,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 01:00:00+02:00,8.0,7.33,4,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 02:00:00+02:00,4.0,3.665,4,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 03:00:00+02:00,0.0,0.0,4,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 04:00:00+02:00,1.0,6.75,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 05:00:00+02:00,3.0,1.86,4,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 06:00:00+02:00,12.0,4.734999999999999,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 07:00:00+02:00,21.0,3.715,4,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 08:00:00+02:00,17.0,5.5,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 09:00:00+02:00,16.0,5.25,4,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 10:00:00+02:00,51.0,7.8725,4,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 11:00:00+02:00,58.0,7.205,4,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 12:00:00+02:00,43.0,10.655,4,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 13:00:00+02:00,37.0,14.405000000000001,4,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 14:00:00+02:00,78.0,8.133333333333333,4,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 15:00:00+02:00,28.0,3.58,4,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 16:00:00+02:00,23.0,3.7575000000000003,4,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 17:00:00+02:00,99.0,8.5875,4,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 18:00:00+02:00,44.0,7.975,4,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 19:00:00+02:00,51.0,6.483333333333333,4,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 20:00:00+02:00,32.0,5.1625,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 21:00:00+02:00,17.0,5.583333333333333,4,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 22:00:00+02:00,21.0,5.1066666666666665,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-04 23:00:00+02:00,1.0,2.22,4,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 00:00:00+02:00,6.0,1.14,5,0.0,1.0,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 01:00:00+02:00,8.0,33.723333333333336,5,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 02:00:00+02:00,3.0,7.33,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 03:00:00+02:00,2.0,4.69,5,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 04:00:00+02:00,1.0,1.12,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 05:00:00+02:00,2.0,1.18,5,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 06:00:00+02:00,12.0,2.9,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 07:00:00+02:00,16.0,4.613333333333333,5,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 08:00:00+02:00,25.0,8.306666666666667,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 09:00:00+02:00,37.0,7.75,5,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 10:00:00+02:00,0.0,0.0,5,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 11:00:00+02:00,56.0,7.91,5,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 12:00:00+02:00,103.0,8.7725,5,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 13:00:00+02:00,68.0,9.7375,5,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 14:00:00+02:00,91.0,11.725,5,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 15:00:00+02:00,70.0,4.62,5,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146
Kurpark - Eingang Kurhaus,26213d2d-2954-4312-b42a-a6b323764086,2025-07-05 16:00:00+02:00,72.0,11.282499999999999,5,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
